session_id,total_time_min_scaled,pieces_started_scaled,completion_depth_avg_scaled,complementary_interactions_scaled,thematic_diversity_scaled,pause_count_scaled,moment_of_activity_afternoon,moment_of_activity_evening,moment_of_activity_late_night,moment_of_activity_morning,device_type_desktop,device_type_mobile,device_type_tablet,used_recommendations
S0064,2.030497453499546,-0.8317697648981988,1.3794339785107144,0.42129425213942756,-0.8753073761085783,-0.6876095653675964,1,0,0,0,1,0,0,1
S0065,-0.3481555046396386,0.9685976915914088,-0.5681827750840465,-0.840065784206164,1.0560857750577464,0.10517625173570465,1,0,0,0,0,0,1,0
S0066,-0.12650829717666903,1.8687814198362125,-0.8141975229065425,-1.0923377914752823,1.0560857750577464,2.483533703045608,0,1,0,0,0,1,0,0
S0067,1.43583421396475,-0.4716962736002772,1.7601710882360058,0.6735662594085459,-0.8753073761085783,-0.6876095653675964,0,0,0,1,1,0,0,1
S0068,-0.47790021144723055,-0.651733019249238,-0.36609923222985324,-0.840065784206164,-0.10275011564204847,-0.6876095653675964,0,0,1,0,0,1,0,0
S0069,-1.077969480432343,-0.8317697648981988,-1.013352318762849,-0.08324976239880906,-0.4890287458753134,-0.6876095653675964,1,0,0,0,0,1,0,1
S0070,1.43583421396475,-0.651733019249238,1.6400924613226449,1.9349262957541373,-0.8753073761085783,-0.6876095653675964,1,0,0,0,1,0,0,1
S0071,2.165648189757454,-0.651733019249238,1.590303762358568,1.4303822812159008,-0.8753073761085783,-0.6876095653675964,1,0,0,0,1,0,0,1
S0072,-0.5103363881491285,-0.29165952795131644,0.31629881827778483,-0.5877937769370456,-0.4890287458753134,0.10517625173570465,0,1,0,0,0,1,0,0
S0073,-0.22922285673267942,1.8687814198362125,-1.051426029735378,-0.840065784206164,1.8286430355242762,1.6907478859423068,0,1,0,0,0,1,0,0
S0074,1.241217153753362,-0.651733019249238,1.3325740265445247,2.187198303023256,-0.4890287458753134,-0.6876095653675964,1,0,0,0,1,0,0,1
S0075,0.12216905753788199,1.508707928538291,-1.0016373307713013,-0.840065784206164,1.4423644052910112,2.483533703045608,0,1,0,0,0,1,0,0
S0076,-1.0725634509820265,-0.8317697648981988,-0.8288412578959767,1.1781102739467824,-0.4890287458753134,-0.6876095653675964,0,0,0,1,0,1,0,0
S0077,-0.38599771079185285,1.508707928538291,-1.051426029735378,-1.0923377914752823,1.4423644052910112,0.8979620688390058,0,1,0,0,0,1,0,0
S0078,-0.38599771079185285,0.9685976915914088,-0.9987085837734146,-1.0923377914752823,2.214921665757541,1.6907478859423068,0,1,0,0,0,1,0,0
S0079,-0.19678668003078134,2.228854911134134,-0.7556225829488052,-1.0923377914752823,1.8286430355242762,2.483533703045608,0,1,0,0,0,1,0,0
S0080,-0.6562991833076693,-0.11162278230235569,0.29579758929257677,-0.840065784206164,-0.4890287458753134,0.10517625173570465,0,1,0,0,0,1,0,0
S0081,-0.5157424175994448,-0.29165952795131644,0.09957154043415717,-0.840065784206164,-0.4890287458753134,0.10517625173570465,0,0,1,0,0,1,0,0
S0082,1.403398037262852,-0.4716962736002772,1.590303762358568,0.9258382666776641,-0.8753073761085783,-0.6876095653675964,0,0,0,1,1,0,0,1
S0083,1.1601267119986172,-0.4716962736002772,1.3091440505614296,1.9349262957541373,-0.4890287458753134,-0.6876095653675964,1,0,0,0,1,0,0,1
S0084,0.024860527432188025,1.6887446741872518,-0.7878387999255608,-1.0923377914752823,1.8286430355242762,1.6907478859423068,0,1,0,0,0,1,0,0
S0085,-0.15894447387856708,1.6887446741872518,-0.7497650889530316,-0.840065784206164,1.8286430355242762,0.8979620688390058,1,0,0,0,0,1,0,1
S0086,2.2034903959096686,-0.651733019249238,1.5668737863754734,0.9258382666776641,-0.8753073761085783,-0.6876095653675964,1,0,0,0,1,0,0,1
S0087,-0.17516256222951612,0.9685976915914088,-0.679475161003747,-1.0923377914752823,1.4423644052910112,0.8979620688390058,0,1,0,0,0,1,0,0
S0088,-0.796855949015894,-0.11162278230235569,-0.3192392802636635,-0.33552176966792735,-0.10275011564204847,-0.6876095653675964,0,0,0,1,0,1,0,1
S0089,-0.43465197584469983,1.508707928538291,-0.8639862218706191,-1.0923377914752823,0.6698071448244814,0.8979620688390058,1,0,0,0,0,1,0,0
S0090,-0.49411829979817945,-0.651733019249238,0.7233946509840579,-0.5877937769370456,-0.4890287458753134,-0.6876095653675964,0,0,0,1,0,1,0,1
S0091,-0.7644197723139959,-0.651733019249238,0.893261976861496,-0.5877937769370456,-0.10275011564204847,-0.6876095653675964,0,1,0,0,0,1,0,0
S0092,1.2249990654024132,-0.8317697648981988,1.634234967326871,0.9258382666776641,-0.4890287458753134,-0.6876095653675964,1,0,0,0,1,0,0,1
S0093,1.252029212653995,-0.651733019249238,1.300357809567769,1.682654288485019,-0.4890287458753134,-0.6876095653675964,1,0,0,0,1,0,0,1
S0094,-1.0022850681279143,-0.8317697648981988,-1.092428487705794,0.16902224487030923,-0.4890287458753134,-0.6876095653675964,0,1,0,0,1,0,0,0
S0095,-0.7914499195655775,-0.4716962736002772,0.21379267335174482,-0.5877937769370456,-0.8753073761085783,-0.6876095653675964,0,0,0,1,0,1,0,1
S0096,-0.4076218285931182,1.508707928538291,-0.7878387999255608,-1.0923377914752823,0.6698071448244814,2.483533703045608,0,1,0,0,0,0,1,0
S0097,-0.17516256222951612,2.0488181654851734,-0.7146201249783893,-0.840065784206164,2.214921665757541,1.6907478859423068,1,0,0,0,0,1,0,1
S0098,0.8627950922312191,-0.651733019249238,1.3325740265445247,2.187198303023256,-0.4890287458753134,-0.6876095653675964,1,0,0,0,1,0,0,0
S0099,-0.8671343318700061,-0.4716962736002772,0.2694388663115951,-0.840065784206164,-0.10275011564204847,0.10517625173570465,0,0,1,0,0,1,0,1
S0100,-0.5211484470497612,0.7885609459424481,-0.5886840040692544,-0.840065784206164,1.0560857750577464,0.10517625173570465,0,1,0,0,0,1,0,0
S0101,-0.6454871244070367,-0.29165952795131644,0.3719450112376351,-0.33552176966792735,-0.4890287458753134,0.10517625173570465,0,0,1,0,0,1,0,0
S0102,0.21407155819325954,0.6085242002934873,-0.9635636197987723,-1.0923377914752823,1.0560857750577464,1.6907478859423068,0,1,0,0,0,1,0,0
S0103,-0.8238860962674757,-0.29165952795131644,0.27236761330948195,-0.5877937769370456,-0.4890287458753134,0.10517625173570465,0,0,1,0,0,1,0,1
S0104,-0.6725172716586184,-0.29165952795131644,0.8815469888699484,-0.5877937769370456,-0.4890287458753134,0.10517625173570465,0,1,0,0,0,1,0,0
S0105,-0.47249418199691423,1.508707928538291,-0.7234063659720499,-0.840065784206164,1.8286430355242762,0.10517625173570465,1,0,0,0,0,1,0,0
S0106,0.824952886079005,-0.651733019249238,1.3530752555297323,1.1781102739467824,-0.4890287458753134,-0.6876095653675964,1,0,0,0,1,0,0,1
S0107,2.019685394598913,-0.8317697648981988,1.5375863163966048,0.6735662594085459,-0.8753073761085783,-0.6876095653675964,1,0,0,0,1,0,0,1
S0108,-0.5481785943013427,-0.651733019249238,-0.14937195438622577,-0.5877937769370456,-0.10275011564204847,-0.6876095653675964,0,0,0,1,0,1,0,0
S0109,0.8519830333305866,-0.8317697648981988,1.531728822400831,0.42129425213942756,-0.8753073761085783,-0.6876095653675964,0,0,0,1,1,0,0,1
S0110,-0.7103594778108326,-0.4716962736002772,0.15521773339400763,-0.33552176966792735,-0.8753073761085783,0.10517625173570465,0,0,1,0,0,1,0,1
S0111,-0.07244800267350575,1.6887446741872518,-0.6882614019974076,-0.840065784206164,0.6698071448244814,0.8979620688390058,0,1,0,0,0,1,0,0
S0112,-0.9590368325253839,-0.651733019249238,-1.03092480075017,0.16902224487030923,-0.8753073761085783,-0.6876095653675964,1,0,0,0,0,0,1,0
S0113,0.07892082193535131,2.0488181654851734,-0.8493424868811849,-1.0923377914752823,0.6698071448244814,1.6907478859423068,0,1,0,0,0,0,1,0
S0114,1.6466693625270867,-0.651733019249238,1.5785887743670206,1.9349262957541373,-0.4890287458753134,-0.6876095653675964,1,0,0,0,1,0,0,1
S0115,1.8304743638378418,-0.651733019249238,1.7543135942402321,0.9258382666776641,-0.4890287458753134,-0.6876095653675964,1,0,0,0,1,0,0,1
S0116,-0.12650829717666903,2.228854911134134,-0.887416197853714,-0.840065784206164,1.4423644052910112,0.10517625173570465,0,1,0,0,0,1,0,0
S0117,-0.09407212047477118,1.1486344372403696,-0.843484992885411,-0.840065784206164,0.6698071448244814,0.10517625173570465,0,1,0,0,0,1,0,0
S0118,1.4250221550641171,-0.4716962736002772,1.244711616607919,1.1781102739467824,-0.8753073761085783,-0.6876095653675964,0,0,0,1,1,0,0,1
S0119,1.6899175981296177,-0.8317697648981988,1.1744216886586343,1.1781102739467824,-0.4890287458753134,-0.6876095653675964,0,0,0,1,1,0,0,1
S0120,-0.8238860962674757,-0.29165952795131644,0.8903332298636089,-0.33552176966792735,-0.10275011564204847,-0.6876095653675964,0,0,0,1,0,1,0,0
S0121,-0.6346750655064041,-0.11162278230235569,0.13764525140668646,-0.5877937769370456,-0.10275011564204847,0.10517625173570465,0,0,1,0,0,1,0,1
S0122,-0.8671343318700061,-0.8317697648981988,-0.7966250409192214,1.1781102739467824,-0.8753073761085783,-0.6876095653675964,0,0,0,1,0,0,1,0
S0123,-1.159059922187088,-0.8317697648981988,-1.0250673067543963,0.9258382666776641,-0.4890287458753134,-0.6876095653675964,1,0,0,0,0,1,0,0
S0124,0.1870414109416779,1.1486344372403696,-1.051426029735378,-1.0923377914752823,0.6698071448244814,0.10517625173570465,1,0,0,0,0,1,0,1
S0125,2.1818662781084033,-0.4716962736002772,1.5844462683627945,0.42129425213942756,-0.8753073761085783,-0.6876095653675964,0,0,0,1,0,0,1,1
S0126,-0.9590368325253839,-0.651733019249238,-0.9694211137945461,-0.08324976239880906,-0.8753073761085783,-0.6876095653675964,1,0,0,0,0,0,1,1
S0127,-1.0887815393329756,-0.8317697648981988,-0.8932736918494877,0.6735662594085459,-0.8753073761085783,-0.6876095653675964,1,0,0,0,0,1,0,1
S0128,-0.6779233011089346,2.228854911134134,-0.6824039080016339,-0.840065784206164,1.8286430355242762,0.8979620688390058,0,1,0,0,0,1,0,0
S0129,-1.1860900694386696,-1.0118065105471594,-1.0807134997142467,1.1781102739467824,-0.8753073761085783,-0.6876095653675964,0,0,0,1,0,0,1,1
S0130,-0.09407212047477118,0.7885609459424481,-0.9108461738368088,-0.840065784206164,1.0560857750577464,0.10517625173570465,1,0,0,0,0,1,0,0
S0131,-1.0185031564788636,-1.0118065105471594,-0.7790525589319002,1.1781102739467824,-0.4890287458753134,-0.6876095653675964,1,0,0,0,0,1,0,0
S0132,1.5872030385736071,-0.651733019249238,1.7191686302655897,1.682654288485019,-0.4890287458753134,-0.6876095653675964,0,0,0,1,1,0,0,1
S0133,-0.7157655072611491,-0.651733019249238,0.31337007127989797,-0.33552176966792735,-0.8753073761085783,0.10517625173570465,0,0,0,1,0,1,0,0
S0134,-0.9374127147241186,-1.0118065105471594,-1.1100009696931152,0.6735662594085459,-0.8753073761085783,-0.6876095653675964,0,1,0,0,0,1,0,0
S0135,-0.3751856518912203,1.8687814198362125,-1.051426029735378,-0.840065784206164,1.0560857750577464,1.6907478859423068,1,0,0,0,0,0,1,1
S0136,1.2682473010049438,-0.651733019249238,1.2212816406248237,0.6735662594085459,-0.4890287458753134,-0.6876095653675964,1,0,0,0,1,0,0,1
S0137,0.17082332259072908,0.6085242002934873,-0.8844874508558271,-0.840065784206164,1.0560857750577464,2.483533703045608,0,1,0,0,0,1,0,0
S0138,1.6953236275799337,-0.8317697648981988,1.6840236662909478,1.1781102739467824,-0.4890287458753134,-0.6876095653675964,0,0,0,1,1,0,0,1
S0139,-0.7319835956120979,-0.4716962736002772,0.35437252925031393,-0.840065784206164,-0.4890287458753134,0.10517625173570465,0,0,1,0,0,1,0,1
S0140,1.0682242113432399,-0.4716962736002772,1.4204364364811304,0.9258382666776641,-0.4890287458753134,-0.6876095653675964,1,0,0,0,1,0,0,1
S0141,-0.6400810949567204,-0.4716962736002772,0.049782841470080705,-0.5877937769370456,-0.4890287458753134,-0.6876095653675964,0,0,1,0,0,1,0,0
S0142,0.8465770038802702,-0.651733019249238,1.4321514244726776,1.1781102739467824,-0.4890287458753134,-0.6876095653675964,0,0,0,1,1,0,0,1
S0143,-0.9374127147241186,-0.8317697648981988,-1.1070722226952283,0.6735662594085459,-0.8753073761085783,-0.6876095653675964,1,0,0,0,0,1,0,1
S0144,1.6358573036264543,-0.651733019249238,1.5580875453818124,0.6735662594085459,-0.8753073761085783,-0.6876095653675964,0,0,0,1,1,0,0,0
S0145,0.11135699863724936,1.1486344372403696,-0.9752786077903196,-0.840065784206164,1.4423644052910112,0.10517625173570465,0,1,0,0,0,1,0,0
S0146,-0.8076680079165266,-1.0118065105471594,-1.0279960537522832,0.42129425213942756,-0.8753073761085783,-0.6876095653675964,1,0,0,0,0,1,0,0
S0147,-0.2670650628848937,1.6887446741872518,-1.051426029735378,-0.840065784206164,1.4423644052910112,0.8979620688390058,0,1,0,0,0,1,0,1
S0148,-0.4670881525465978,-0.651733019249238,0.10250028743204406,-0.5877937769370456,-0.10275011564204847,-0.6876095653675964,0,1,0,0,0,1,0,1
S0149,1.1439086236476683,-0.651733019249238,1.7601710882360058,1.1781102739467824,-0.8753073761085783,-0.6876095653675964,0,0,0,1,1,0,0,1
S0150,0.17082332259072908,1.1486344372403696,-0.6414014500312178,-1.0923377914752823,1.8286430355242762,0.10517625173570465,1,0,0,0,0,1,0,0
S0151,-1.0509393331807615,-0.651733019249238,-0.9196324148304694,0.42129425213942756,-0.8753073761085783,-0.6876095653675964,1,0,0,0,1,0,0,0
S0152,-0.8563222729693736,-0.651733019249238,-0.9782073547882065,0.6735662594085459,-0.4890287458753134,-0.6876095653675964,1,0,0,0,0,1,0,1
S0153,-0.8076680079165266,-0.11162278230235569,1.0279843387642913,-0.840065784206164,-0.10275011564204847,0.10517625173570465,0,0,0,1,0,1,0,1
S0154,-0.7265775661617816,-0.8317697648981988,-1.0631410177269254,-0.08324976239880906,-0.4890287458753134,-0.6876095653675964,0,0,1,0,1,0,0,1
S0155,-0.26165903343457725,1.508707928538291,-0.92841865582413,-0.840065784206164,2.214921665757541,0.10517625173570465,1,0,0,0,0,1,0,0
S0156,-1.0401272742801289,-0.8317697648981988,-1.051426029735378,0.42129425213942756,-0.4890287458753134,-0.6876095653675964,0,0,1,0,0,1,0,0
S0157,-0.5157424175994448,-0.4716962736002772,-0.34266925624675837,-0.33552176966792735,-0.8753073761085783,-0.6876095653675964,0,0,1,0,0,1,0,0
S0158,1.944000982294485,-0.4716962736002772,1.4175076894832432,1.682654288485019,-0.4890287458753134,-0.6876095653675964,1,0,0,0,1,0,0,1
S0159,1.7007296570302501,-0.4716962736002772,1.5288000754029438,0.6735662594085459,-0.8753073761085783,-0.6876095653675964,1,0,0,0,1,0,0,1
S0160,1.3979920078125356,-0.8317697648981988,1.4585101474536595,2.187198303023256,-0.8753073761085783,-0.6876095653675964,1,0,0,0,1,0,0,1
S0161,-0.0994781499250874,1.1486344372403696,-0.7321926069657105,-1.0923377914752823,1.8286430355242762,0.10517625173570465,0,1,0,0,0,1,0,0
S0162,1.3169015660577905,-0.651733019249238,1.5170850874113966,1.4303822812159008,-0.4890287458753134,-0.6876095653675964,0,0,0,1,1,0,0,1
S0163,-0.6617052127579858,-0.4716962736002772,-0.4334604131812509,-0.5877937769370456,-0.10275011564204847,-0.6876095653675964,0,0,0,1,0,1,0,0
S0164,-0.9860669797769654,-0.651733019249238,-0.9225611618283563,0.42129425213942756,-0.4890287458753134,-0.6876095653675964,0,1,0,0,0,0,1,0
S0165,1.3385256838590562,-0.4716962736002772,1.7601710882360058,1.9349262957541373,-0.4890287458753134,-0.6876095653675964,0,0,0,1,1,0,0,1
S0166,1.6304512741761379,-0.651733019249238,1.4116501954874696,1.682654288485019,-0.8753073761085783,-0.6876095653675964,1,0,0,0,1,0,0,1
S0167,-0.9698488914260165,-1.0118065105471594,-0.8464137398832979,1.1781102739467824,-0.4890287458753134,-0.6876095653675964,0,0,0,1,0,0,1,0
S0168,-0.5806147710032408,-0.29165952795131644,0.12007276941936526,-0.33552176966792735,-0.10275011564204847,-0.6876095653675964,0,0,1,0,0,1,0,1
S0169,-0.6671112422083021,-0.651733019249238,0.18157645637498931,-0.840065784206164,-0.10275011564204847,0.10517625173570465,0,0,0,1,0,1,0,0
S0170,-0.23462888618299563,0.9685976915914088,-0.8464137398832979,-1.0923377914752823,0.6698071448244814,0.8979620688390058,1,0,0,0,0,0,1,0
S0171,0.9601036223369132,-0.651733019249238,1.596161256354342,1.4303822812159008,-0.8753073761085783,-0.6876095653675964,0,0,0,1,1,0,0,1
S0172,-0.6995474189102,-0.4716962736002772,-0.15230070138411247,-0.5877937769370456,-0.4890287458753134,0.10517625173570465,0,1,0,0,0,1,0,0
S0173,0.01945449798187181,1.3286711828893303,-0.7966250409192214,-0.840065784206164,1.0560857750577464,0.10517625173570465,0,1,0,0,0,1,0,0
S0174,0.3221921471995861,1.6887446741872518,-0.4510328951685721,-1.0923377914752823,1.8286430355242762,0.8979620688390058,0,1,0,0,0,1,0,0
S0175,1.5926090680239235,-0.651733019249238,1.3325740265445247,2.187198303023256,-0.4890287458753134,-0.6876095653675964,1,0,0,0,0,0,1,1
S0176,1.9602190706454339,-0.4716962736002772,1.5375863163966048,1.1781102739467824,-0.4890287458753134,-0.6876095653675964,0,0,0,1,1,0,0,1
S0177,-0.5968328593541897,-0.651733019249238,-0.04100831546441194,-0.33552176966792735,-0.8753073761085783,-0.6876095653675964,0,0,1,0,0,1,0,0
S0178,0.14379317533914743,1.8687814198362125,-0.6560451850206521,-0.840065784206164,0.6698071448244814,2.483533703045608,0,1,0,0,0,1,0,1
